,DiskUsage,TotalCpus,TotalMemory,TotalDisk,CpuCacheSize,TotalVirtualMemory,GLIDEIN_Job_Max_Time,TotalSlots,CpuIsBusy,SlotType,Failure,Site
813,730625,8,20240,2759302444,22528,392390820,34800,7,1,0,1,CERN
816,387,4,16000,794748020,36608,428906260,34800,4,1,0,1,London_QMUL
817,229857,8,24576,1863844280,28160,199638428,34800,9,0,0,1,Lancaster
818,3456794,1,2500,1854060276,19712,199618260,32400,1,1,1,1,Michigan
820,465774,8,20240,1231360568,512,527439760,34800,5,1,0,1,CERN
824,9443,8,32768,873717956,512,525432208,14400,8,1,0,1,UConn-HPC
826,48471,8,32768,874889932,512,524426108,14400,6,1,0,1,UConn-HPC
827,463673,8,20240,1375127132,512,527413360,34800,5,1,0,1,CERN
828,463753,8,20240,1249820260,512,527413556,34800,5,1,0,1,CERN
829,463089,8,20240,1136805804,20480,127405452,34800,5,1,0,1,CERN
831,2472575,8,32768,866107656,512,524373980,14400,9,1,0,1,UConn-HPC
836,30318,64,122000,669995408,40960,131890088,7200,16,0,0,0,T3_US_NERSC
837,105770,1,2500,3328458612,20480,102443780,32400,1,1,1,1,Michigan
839,19932,128,248000,371402432,512,352165224,7200,32,1,0,0,Purdue-Anvil
840,2308697,128,248000,371400888,512,357355876,7200,32,1,0,0,Purdue-Anvil
841,924084,64,122000,669994968,40960,131890088,7200,15,0,0,0,T3_US_NERSC
845,1477758,128,248000,371401704,512,357456232,7200,32,0,0,0,Purdue-Anvil
849,14516186,128,248000,371401540,512,357121892,7200,32,1,0,0,Purdue-Anvil
850,82176,128,248000,371401540,512,357120356,7200,32,1,0,0,Purdue-Anvil
851,439043,8,32768,873807956,512,524667028,14400,9,1,0,0,UConn-HPC
852,1145212,8,20240,1489105864,20480,126840816,34800,4,1,0,1,CERN
856,199642,8,32768,13770573248,512,593067212,34800,9,1,0,1,Manchester
857,2356306,8,20240,1437890300,20480,131218344,34800,7,1,0,1,CERN
858,1025223,8,20240,1366103916,512,527274888,34800,8,1,0,1,CERN
863,952139,4,8192,830231848,20480,67453892,34800,4,1,0,1,London
865,328503,8,16384,419424164,15360,553307116,34800,8,1,0,0,PIC
867,278,4,16000,251443532,16384,28642928,34800,5,0,0,0,JINR_CLOUD
868,680643,128,248000,371397764,512,356349288,7200,32,0,0,0,Purdue-Anvil
869,4048618,8,48000,1720408792,512,398952840,34800,9,1,0,0,IN_TIFR
871,658814,128,248000,371398496,512,356888936,7200,32,0,0,0,Purdue-Anvil
872,2465938,1,2500,1623886472,30720,267922504,32400,1,1,1,0,Michigan
873,932852,8,20240,1131676260,20480,126132772,34800,4,1,0,0,CERN
880,1354381,4,16000,251443556,16384,28642928,34800,5,0,0,1,JINR_CLOUD
882,23938,4,16000,251443552,16384,28642904,34800,3,0,0,0,JINR_CLOUD
883,4033594,8,20240,3035994580,22528,374946408,34800,4,1,0,1,CERN
884,5983118,128,248000,371398056,512,354444392,7200,32,0,0,0,Purdue-Anvil
886,74029,4,16000,180577800,16384,125107436,34800,4,0,0,0,JINR_CLOUD
892,7871,8,20240,1149349180,20480,130734608,34800,5,1,0,0,CERN
893,62015,128,248000,371393456,512,356067428,7200,32,0,0,0,Purdue-Anvil
896,2373592,1,2500,2348923684,512,267016056,32400,1,1,1,1,Michigan
899,3111567,4,16000,251443472,16384,28642904,34800,5,0,0,0,JINR_CLOUD
900,43282,4,16000,335229380,16384,44467488,34800,4,0,0,0,JINR_CLOUD
902,5001998,128,248000,371354200,512,356088168,7200,18,0,0,0,Purdue-Anvil
903,610157,8,20240,1162718080,20480,130323040,34800,9,1,0,1,CERN
905,71420,56,192000,149554880,39424,196111708,7200,10,0,0,0,TACC-Frontera
908,665447,8,24576,1871380096,28160,199653688,34800,9,1,0,1,Lancaster
909,466877,8,20240,1207595752,512,522772700,34800,5,1,0,1,CERN
912,464672,8,20240,2978666748,22528,387964180,34800,5,1,0,1,CERN
917,464333,8,20240,1305825952,512,527411156,34800,5,1,0,1,CERN
919,22601,128,248000,371347740,512,357096804,7200,32,1,0,0,Purdue-Anvil
920,462979,2,4000,821057312,20480,95828760,34800,2,1,0,1,BR_CBPF
923,8921074,56,192000,149535772,39424,196111704,7200,15,0,0,0,TACC-Frontera
926,3521964,8,24576,1876880396,28160,199975388,34800,6,1,0,0,Lancaster
929,29630,56,192000,149551988,39424,196111708,7200,14,0,0,0,TACC-Frontera
930,26498,128,248000,911383436,512,263689916,7200,32,0,0,0,SDSC-Expanse
932,78601,128,248000,371401792,512,357456228,7200,32,0,0,0,Purdue-Anvil
933,2413575,128,248000,371402004,512,357225828,7200,32,1,0,0,Purdue-Anvil
934,6901,1,3000,14055966228,512,261752240,34800,1,1,1,1,BNL
935,65049,128,248000,371352328,512,357402216,7200,32,1,0,0,Purdue-Anvil
936,672249,8,32768,591129816,512,528290504,14400,9,1,0,1,UConn-HPC
948,8832634,64,122000,669995524,40960,131890088,7200,16,0,0,0,T3_US_NERSC
952,75,8,32768,874860552,512,522830660,14400,9,1,0,0,UConn-HPC
953,1336726,128,248000,371398400,512,357454180,7200,27,0,0,0,Purdue-Anvil
955,1685184,4,16000,251443512,16384,28642928,34800,4,0,0,1,JINR_CLOUD
959,7277164,2,6400,671310952,25600,116973864,34800,3,1,0,1,BR_CBPF
960,182665,2,6400,656576460,25600,135080232,34800,3,1,0,0,BR_CBPF
964,437810,128,248000,371398396,512,356863080,7200,32,0,0,0,Purdue-Anvil
965,275793,128,248000,371398240,512,356428388,7200,32,0,0,0,Purdue-Anvil
967,10299532,128,248000,371398192,512,357452648,7200,32,0,0,0,Purdue-Anvil
970,1709000,4,16000,209520872,16384,29174532,34800,4,0,0,0,JINR_CLOUD
972,4589929,128,248000,371398228,512,357455976,7200,32,0,0,0,Purdue-Anvil
979,393551,128,248000,371393388,512,356679268,7200,31,1,0,0,Purdue-Anvil
981,474861,56,192000,149536956,39424,196111708,7200,15,0,0,0,TACC-Frontera
982,17805,8,20240,3011021084,22528,391530108,34800,5,1,0,0,CERN
985,2215085,1,2500,2192970288,512,267244892,32400,1,1,1,0,Michigan
990,746273,128,248000,371343504,512,357287012,7200,32,0,0,0,Purdue-Anvil
1000,466386,2,8000,343542164,512,795914052,34800,2,1,0,1,RAL
1002,691,8,32768,873341312,512,523865396,14400,9,1,0,1,UConn-HPC
1006,464790,8,20240,1317649996,512,527525868,34800,5,1,0,1,CERN
1009,29305,128,248000,371398696,512,355966308,7200,32,0,0,0,Purdue-Anvil
1010,565521,8,20240,1336825260,512,462805548,34800,5,1,0,1,CERN
1013,98716,8,20240,1268932324,512,526052664,34800,9,1,0,1,CERN
1016,319671,128,248000,371402688,512,354925668,7200,32,1,0,0,Purdue-Anvil
1017,245628,1,3000,6913387108,35840,195289232,34800,1,1,1,0,BNL
1020,2309248,128,248000,371349652,512,352715624,7200,32,0,0,0,Purdue-Anvil
1022,2508201,8,32768,686088808,512,526637792,14400,9,1,0,0,UConn-HPC
1023,9678419,128,248000,371350916,512,353596520,7200,32,1,0,0,Purdue-Anvil
1026,56396,128,248000,371349164,512,355773028,7200,30,0,0,0,Purdue-Anvil
1028,4799637,8,20240,1183302172,512,526989868,34800,9,1,0,1,CERN
1031,1264088,8,20240,1204540676,512,524339160,34800,5,1,0,1,CERN
1032,68059,64,122000,669995464,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1036,1695767,8,20480,913414904,15360,193097484,34800,6,1,0,1,FZU
1037,2160812,1,2500,2222445404,512,265921912,32400,1,1,1,1,Michigan
1038,64050,8,20000,1003688140,512,266712112,34800,9,1,0,0,Bristol
1041,2022279,1,3000,6858514936,35840,194009696,34800,1,1,1,1,BNL
1044,1720161,2,4000,819017072,20480,96294412,34800,2,1,0,0,BR_CBPF
1045,3299478,48,192000,149577504,33792,196453568,7200,13,0,0,0,TACC-Stampede2
1051,14063392,128,248000,371398360,512,356125540,7200,31,0,0,0,Purdue-Anvil
1052,3034741,8,20240,1354130628,20480,115224616,34800,7,1,0,0,CERN
1055,693,2,6400,665916664,25600,133987684,34800,3,1,0,1,BR_CBPF
1057,2098073,8,24576,871916168,20480,98315244,34800,8,1,0,0,Lancaster
1058,781991,128,248000,371398304,512,352732260,7200,32,0,0,0,Purdue-Anvil
1060,273758,56,192000,149548188,39424,196111708,7200,15,0,0,0,TACC-Frontera
1062,222732,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1063,3820129,8,20240,1445395408,20480,128257476,34800,6,1,0,0,CERN
1064,221116,128,248000,371397008,512,352398952,7200,32,0,0,0,Purdue-Anvil
1065,3905928,8,20240,1087930556,20480,127324864,34800,9,1,0,0,CERN
1066,385324,4,16000,188554560,16384,125107436,34800,5,0,0,0,JINR_CLOUD
1068,7500,128,248000,371393588,512,354473576,7200,32,0,0,0,Purdue-Anvil
1069,1425678,2,6400,659177684,25600,133646848,34800,3,1,0,1,BR_CBPF
1070,2035949,128,248000,371393564,512,354513508,7200,32,0,0,0,Purdue-Anvil
1071,95830,1,2500,1549457024,512,267342004,32400,1,1,1,1,Michigan
1072,248583,128,250000,2286154332,512,997230948,7200,32,0,0,0,PSC-Bridges2
1076,572734,128,248000,371393152,512,352096100,7200,32,0,0,0,Purdue-Anvil
1078,222172,64,122000,669971764,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1080,3543401,4,16000,188552784,16384,125107436,34800,5,1,0,1,JINR_CLOUD
1083,730627,8,20240,3122182516,22528,384961976,34800,7,1,0,1,CERN
1086,465711,4,16000,780768348,36608,428025060,34800,3,1,0,1,London_QMUL
1087,442,8,24576,1852901828,28160,200114496,34800,9,1,0,1,Lancaster
1088,3533306,1,2500,1831148068,19712,199993688,32400,1,1,1,1,Michigan
1089,1068052,8,24576,1765223552,12288,99418528,34800,7,1,0,1,SGrid
1090,467955,8,20240,1282597576,512,527250392,34800,8,1,0,1,CERN
1094,4334608,8,32768,875100884,512,523945180,14400,8,1,0,1,UConn-HPC
1099,463791,8,20240,1136805804,20480,127405452,34800,5,1,0,1,CERN
1101,463125,8,24576,860562928,20480,97161960,34800,7,0,0,1,Lancaster
1103,106757,4,16000,187071056,16384,125611268,34800,5,0,0,1,JINR_CLOUD
1106,22823,64,122000,669995108,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1107,105847,1,2500,1438641724,30720,267901844,32400,1,1,1,0,Michigan
1109,146237,128,248000,371401312,512,357445992,7200,32,0,0,0,Purdue-Anvil
1110,2308794,128,248000,371396196,512,356782948,7200,32,1,0,0,Purdue-Anvil
1111,26977,64,122000,669971324,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1115,39034,128,248000,371401460,512,357342564,7200,32,0,0,0,Purdue-Anvil
1118,4630033,8,24576,869315892,20480,98553016,34800,9,1,0,0,Lancaster
1119,95184,128,248000,371402040,512,357414504,7200,32,0,0,0,Purdue-Anvil
1120,63625,128,248000,371401540,512,357120356,7200,32,1,0,0,Purdue-Anvil
1121,22861,8,20240,1158444532,20480,130082564,34800,5,1,0,1,CERN
1126,5764669,8,32768,14002501388,512,593169524,34800,9,1,0,1,Manchester
1127,2350,8,20240,1480891112,20480,131227724,34800,6,1,0,1,CERN
1128,1149449,8,20240,1888062608,22528,392528916,34800,9,1,0,1,CERN
1133,1156160,4,8192,6977691816,512,1059712792,34800,4,1,0,1,London
1137,1846203,4,16000,209520860,16384,29174532,34800,4,0,0,0,JINR_CLOUD
1138,1780876,128,248000,371348192,512,357350500,7200,32,0,0,0,Purdue-Anvil
1139,1444461,8,48000,1235616048,512,399162664,34800,9,1,0,0,IN_TIFR
1141,1956025,128,248000,371398496,512,356888936,7200,32,0,0,0,Purdue-Anvil
1142,2545632,1,2500,1639385232,30720,135819476,32400,1,1,1,0,Michigan
1143,910930,8,20240,1390482104,20480,128648148,34800,4,1,0,0,CERN
1151,1418297,8,20480,849608044,15360,181567396,34800,6,1,0,0,FZU
1153,4240636,4,16000,808316976,36608,428182512,34800,4,1,0,1,London_QMUL
1154,59090,128,248000,371397520,512,354476392,7200,32,0,0,0,Purdue-Anvil
1156,763181,4,16000,178558360,16384,125107436,34800,4,1,0,0,JINR_CLOUD
1162,390442,4,16000,188557156,16384,125107436,34800,3,1,0,0,JINR_CLOUD
1163,1348927,128,248000,371392764,512,357453924,7200,32,0,0,0,Purdue-Anvil
1164,311,4,16000,335229864,16384,44467488,34800,5,1,0,0,JINR_CLOUD
1165,3060580,1,2500,1910373348,19712,198069156,32400,1,1,1,1,Michigan
1166,2363544,1,2500,2335690536,512,267016056,32400,1,1,1,1,Michigan
1167,1127969,8,20240,1471360068,20480,123247872,34800,8,1,0,0,CERN
1169,3103757,4,16000,335227936,16384,44467488,34800,5,1,0,0,JINR_CLOUD
1170,301,4,16000,188500436,16384,125107436,34800,5,0,0,0,JINR_CLOUD
1172,146021,128,248000,371350188,512,357439592,7200,18,0,0,0,Purdue-Anvil
1173,415133,8,20240,1066532824,20480,130209572,34800,9,1,0,1,CERN
1174,4425956,8,24576,1752512504,49152,267263032,34800,4,1,0,1,Lancaster
1175,20122,56,192000,149514760,39424,196111704,7200,11,0,0,0,TACC-Frontera
1178,1151391,8,24576,1864686484,28160,199716744,34800,9,1,0,1,Lancaster
1182,72700,8,32768,867927272,512,524709808,14400,9,1,0,1,UConn-HPC
1186,465555,8,20240,1460590544,20480,127805676,34800,5,1,0,0,CERN
1187,465475,8,20240,1354619872,512,527463476,34800,5,1,0,1,CERN
1189,21375,128,248000,371345548,512,357456228,7200,32,1,0,0,Purdue-Anvil
1190,784407,2,4000,808176936,20480,95828760,34800,2,1,0,1,BR_CBPF
1193,9004041,56,192000,149535772,39424,196111704,7200,15,0,0,0,TACC-Frontera
1199,2317721,56,192000,149552504,39424,196111704,7200,15,0,0,0,TACC-Frontera
1200,8841030,128,248000,911383436,512,263689916,7200,32,0,0,0,SDSC-Expanse
1201,380,8,20000,995759920,512,268351500,34800,3,1,0,1,Bristol
1202,962811,128,248000,371400536,512,357421668,7200,32,0,0,0,Purdue-Anvil
1203,494599,128,248000,371402044,512,355756900,7200,32,0,0,0,Purdue-Anvil
1205,67389,128,248000,371401704,512,357456232,7200,32,0,0,0,Purdue-Anvil
1214,10414711,8,24576,1818442112,28160,200612564,34800,6,1,0,0,Lancaster
1216,125,8,32768,874789500,512,523700320,14400,9,0,0,1,UConn-HPC
1218,8922494,64,122000,669995284,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1222,1723212,4,16000,777179660,36608,428203636,34800,5,1,0,0,London_QMUL
1223,73263,128,248000,371398440,512,357456232,7200,32,0,0,0,Purdue-Anvil
1225,1242307,4,16000,251442720,16384,28642924,34800,3,1,0,0,JINR_CLOUD
1226,2381320,8,20240,1698934308,20480,65924548,34800,9,1,0,0,London_Brunel
1230,2646234,8,20480,731821728,20480,119264892,34800,6,1,0,1,FZU
1234,237228,128,248000,371397628,512,356887140,7200,32,0,0,0,Purdue-Anvil
1235,259406,128,248000,371397832,512,352513128,7200,31,0,0,0,Purdue-Anvil
1237,3270979,128,248000,371398192,512,357452648,7200,32,0,0,0,Purdue-Anvil
1242,188301,128,248000,371367124,512,357344612,7200,32,0,0,0,Purdue-Anvil
1246,1179944,4,16000,251442528,16384,28642924,34800,4,0,0,0,JINR_CLOUD
1249,222895,128,248000,371393612,512,356428644,7200,32,0,0,0,Purdue-Anvil
1251,188144,56,192000,149530212,39424,196111708,7200,15,0,0,0,TACC-Frontera
1252,18804,8,20240,3021197468,22528,392537736,34800,5,1,0,0,CERN
1255,3214834,1,2500,2273822240,512,267001008,32400,1,1,1,1,Michigan
1256,419988,128,248000,371392880,512,351784804,7200,32,0,0,0,Purdue-Anvil
1260,484582,128,248000,371343504,512,357287012,7200,32,0,0,0,Purdue-Anvil
1263,732764,8,20240,1445735468,20480,130363164,34800,2,1,0,0,CERN
1270,465843,2,8000,403607756,512,794386500,34800,3,1,0,1,RAL
1271,754275,8,32768,874827028,512,524549952,14400,4,1,0,1,UConn-HPC
1276,77020,1,2500,4214199560,28160,397369444,32400,1,1,1,1,Michigan
1279,60124,128,248000,371401752,512,357278568,7200,32,1,0,0,Purdue-Anvil
1280,372482,8,20240,1269011648,512,522998396,34800,5,1,0,1,CERN
1283,98684,8,20240,1300865688,512,525555872,34800,9,1,0,1,CERN
1286,30513,128,248000,371402688,512,354925668,7200,32,1,0,0,Purdue-Anvil
1289,3482087,8,20240,1341065196,20480,125266380,34800,8,1,0,1,CERN
1292,2453493,8,32768,764466164,512,526829484,14400,9,1,0,1,UConn-HPC
1293,68751,128,248000,371402044,512,355756900,7200,32,1,0,0,Purdue-Anvil
1296,1567337,128,248000,371402228,512,357396068,7200,32,1,0,0,Purdue-Anvil
1298,8552443,8,20240,1257041064,512,527603648,34800,9,1,0,1,CERN
1301,1068051,8,20240,1253719996,512,527439832,34800,5,1,0,1,CERN
1302,68466,64,122000,669995464,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1306,32,8,20480,821439784,15360,197996252,34800,6,0,0,1,FZU
1307,187314,4,10000,1604011848,14080,135659188,34800,3,1,0,1,CCIN2P3
1308,514719,8,20000,1007965344,512,266463536,34800,8,1,0,1,Bristol
1311,2468159,8,20240,1127834324,20480,122060004,34800,9,1,0,0,CERN
1314,1409158,2,6400,678420800,25600,116878360,34800,3,1,0,1,BR_CBPF
1315,851645,48,192000,149630688,33792,196453572,7200,13,0,0,0,TACC-Stampede2
1316,3367637,2,4000,819175060,20480,93330340,34800,2,1,0,0,BR_CBPF
1321,795048,128,248000,371398360,512,356125540,7200,31,0,0,0,Purdue-Anvil
1322,4281460,8,20240,1175331948,20480,119381036,34800,9,1,0,0,CERN
1325,105447,4,16000,335288156,16384,44467480,34800,4,0,0,0,JINR_CLOUD
1327,4529,4,10000,1603950216,14080,134915916,34800,3,1,0,0,CCIN2P3
1328,751869,128,248000,371398200,512,352687328,7200,32,1,0,0,Purdue-Anvil
1330,1295960,56,192000,149549376,39424,196111704,7200,15,0,0,0,TACC-Frontera
1332,221696,64,122000,669995924,40960,131890088,7200,9,0,0,0,T3_US_NERSC
1333,2224567,8,20240,1445395408,20480,128257476,34800,6,1,0,0,CERN
1334,188842,128,248000,371396968,512,355608164,7200,32,0,0,0,Purdue-Anvil
1335,3902887,8,20240,1144914900,20480,127281004,34800,9,1,0,0,CERN
1336,753965,4,16000,179289012,16384,125107436,34800,2,1,0,0,JINR_CLOUD
1338,31243,128,248000,371393588,512,354473576,7200,32,0,0,0,Purdue-Anvil
1339,6498,4,16000,251440064,16384,28642928,34800,4,0,0,0,JINR_CLOUD
1340,5420041,128,248000,371393296,512,355339624,7200,32,0,0,0,Purdue-Anvil
1341,4056,8,20240,2926425940,22528,392457896,34800,4,1,0,1,CERN
1342,221413,128,250000,2550925416,512,997188964,7200,32,0,0,0,PSC-Bridges2
1346,1243627,128,248000,371393064,512,357429348,7200,32,0,0,0,Purdue-Anvil
1348,443653,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1350,3397464,4,16000,188559440,16384,125107436,34800,5,1,0,1,JINR_CLOUD
1353,730625,8,20240,2759302444,22528,392390820,34800,7,1,0,1,CERN
1356,1586315,8,24576,868419720,20480,98068624,34800,7,1,0,1,Lancaster
1357,2803963,8,24576,1860208676,28160,199580636,34800,9,1,0,1,Lancaster
1358,3148218,1,2500,1768585368,19712,199191276,32400,1,1,1,0,Michigan
1360,101666,8,20240,1320762088,512,524892356,34800,9,1,0,1,CERN
1361,741087,16,90624,554415416,16384,96993776,34800,13,0,0,1,CA_Victoria
1362,232,16,90624,556732404,16384,96993776,34800,17,0,0,1,CA_Victoria
1364,114851,8,32768,681369372,512,525296568,14400,7,1,0,1,UConn-HPC
1366,466081,4,16000,703507460,36608,428888900,34800,3,1,0,1,London_QMUL
1367,465103,8,20240,1363101696,512,527587848,34800,5,1,0,1,CERN
1376,29447,64,122000,669995308,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1377,2346373,1,2500,1661831792,30720,267937936,32400,1,1,1,1,Michigan
1379,105984,128,248000,371401184,512,357456232,7200,32,0,0,0,Purdue-Anvil
1380,2310108,128,248000,371402744,512,357450856,7200,32,0,0,0,Purdue-Anvil
1381,2560078,64,122000,669995184,40960,131890088,7200,14,0,0,0,T3_US_NERSC
1384,1557,8,32768,796681024,512,527110148,14400,9,1,0,1,UConn-HPC
1385,68926,128,248000,371401540,512,351860072,7200,32,0,0,0,Purdue-Anvil
1388,4878227,8,24576,864935220,20480,98643888,34800,9,0,0,0,Lancaster
1389,75654,128,248000,371401380,512,357415524,7200,32,0,0,0,Purdue-Anvil
1390,1735762,128,248000,371401540,512,357120356,7200,32,0,0,0,Purdue-Anvil
1391,1203731,8,20240,1471548728,20480,130171148,34800,5,1,0,1,CERN
1396,5878250,8,32768,13912632432,512,593258528,34800,9,1,0,1,Manchester
1397,733508,8,20240,1338442172,512,527472004,34800,5,1,0,1,CERN
1398,125,8,20240,1235293392,512,527568880,34800,9,1,0,1,CERN
1403,1169950,4,30000,5824327164,512,500686908,34800,5,1,0,1,SURFsara
1405,1976572,8,16384,5307802008,35840,144343200,34800,8,1,0,1,PIC
1407,185044,2,6400,677977400,25600,117268624,34800,3,1,0,1,BR_CBPF
1408,1794198,128,248000,371397728,512,357233764,7200,32,0,0,0,Purdue-Anvil
1411,995874,128,248000,371397856,512,356217448,7200,32,1,0,0,Purdue-Anvil
1412,2273016,1,2500,1502383188,512,267651384,32400,1,1,1,0,Michigan
1413,934385,8,20240,1417824420,20480,128489628,34800,4,1,0,0,CERN
1420,868679,4,16000,209520952,16384,29174532,34800,5,0,0,1,JINR_CLOUD
1423,9791,1,2500,2410627356,512,267247108,32400,1,1,1,0,Michigan
1424,578994,128,248000,371398056,512,354444392,7200,32,0,0,0,Purdue-Anvil
1426,3119672,4,16000,251440096,16384,28642924,34800,4,0,0,0,JINR_CLOUD
1427,24261,4,16000,188557800,16384,125107436,34800,2,0,0,0,JINR_CLOUD
1432,9806,8,20240,1291696208,25600,249487480,34800,5,1,0,0,CERN
1433,14661384,128,248000,371393564,512,355469668,7200,32,0,0,0,Purdue-Anvil
1434,311,4,16000,335229200,16384,44467488,34800,5,1,0,0,JINR_CLOUD
1436,1270304,1,2500,1597646856,25600,267152712,32400,1,1,1,0,Michigan
1437,484029,8,20240,1327423380,512,527284180,34800,6,1,0,1,CERN
1438,222011,64,122000,669995484,40960,131890088,7200,16,0,0,0,T3_US_NERSC
1439,3058373,4,16000,335227848,16384,44467488,34800,5,1,0,1,JINR_CLOUD
1442,128075,128,248000,371404188,512,357373544,7200,14,0,0,0,Purdue-Anvil
1443,510626,8,20240,1170895452,20480,130879996,34800,9,1,0,1,CERN
1444,75,8,24576,1772360656,28160,199906524,34800,4,0,0,1,Lancaster
1449,465155,2,4000,1753602928,12288,30843260,34800,2,1,0,1,BR_CBPF
1456,465828,8,20240,1365980848,512,527554104,34800,5,1,0,1,CERN
1459,65519,128,248000,371345548,512,357456228,7200,32,0,0,0,Purdue-Anvil
1460,867280,2,4000,810462100,20480,95828760,34800,2,1,0,1,BR_CBPF
1463,25652,56,192000,149551584,39424,196111704,7200,15,0,0,0,TACC-Frontera
1469,2308947,56,192000,149551976,39424,196111704,7200,15,0,0,0,TACC-Frontera
1470,1048089,128,248000,911383228,512,263689912,7200,32,0,0,0,SDSC-Expanse
1472,2309656,128,248000,371400536,512,357421668,7200,32,0,0,0,Purdue-Anvil
1473,272970,128,248000,371402044,512,355756900,7200,32,0,0,0,Purdue-Anvil
